Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,Texas,Male,30-39,Clinton,78.49,10,10,,,Don't Know,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Don't Know,Don't Know,Don't Know,35,Don't Know,Don't Know,Don't Know,53.75,Strongly Disagree,Strongly Agree,Don't Know,Strongly Disagree,93.25,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Know,85.25,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,Strongly Disagree,89.75,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Disagree,76.72,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,80,Don't Know,Strongly Agree,Strongly Disagree,Strongly Agree,72.19,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Don't Know,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,70-79,Clinton,60.97,6,8,Disagree,Neither Agree Nor Disagree,Strongly Agree,41.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,16.67,Don't Know,Don't Know,Don't Know,61.25,Don't Know,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,80,Agree,Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,51.75,Not Applicable,Strongly Disagree,Don't Know,Agree,Don't Know,40.5,Don't Know,Don't Know,Agree,Agree,Strongly Agree,Don't Know,Strongly Disagree,Don't Know,62.81,Don't Know,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,82.25,Disagree,Agree,Don't Know,Agree,63.44,Agree,Agree,Agree,Agree,75,Strongly Disagree,Don't Know,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree
STE-2026-01,2016,Texas,Male,40-49,Stein,70.64,10,8,Strongly Agree,Strongly Agree,Strongly Disagree,33.33,Agree,Agree,Agree,Strongly Agree,81.25,Agree,Agree,Disagree,25,Not Applicable,Agree,Agree,30.42,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Strongly Agree,Don't Know,Strongly Agree,Agree,Strongly Disagree,63.5,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,95,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,78.75,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,86.75,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,53.44,Neither Agree Nor Disagree,Strongly Agree,Agree,Strongly Agree,81.25,Strongly Disagree,Disagree,Don't Know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
STE-2026-01,2016,Texas,Male,40-49,Stein,69.36,8,7,Agree,Strongly Disagree,Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Agree,Agree,Agree,25,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,Don't Know,46.25,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,85,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Don't Know,Agree,Disagree,69.06,Agree,Agree,Agree,Don't Know,Don't Know,73,Strongly Disagree,Agree,Disagree,Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Don't Know,Agree,Don't Know,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Texas,Female,40-49,Clinton,57.76,7,6,Neither Agree Nor Disagree,Disagree,Strongly Agree,41.67,Disagree,Disagree,Disagree,Disagree,25,Agree,Strongly Agree,Strongly Disagree,8.33,Disagree,Disagree,Disagree,75,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,90,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,50,Agree,Agree,Disagree,Agree,Strongly Disagree,60,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Strongly Disagree,50,Strongly Agree,Agree,Agree,Don't Know,Don't Know,76,Strongly Disagree,Agree,Disagree,Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,63.78,8,7,Strongly Agree,Disagree,Neither Agree Nor Disagree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Disagree,Disagree,Disagree,75,Disagree,Agree,Agree,Disagree,65,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,50,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Disagree,55,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,59.38,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Disagree,Agree,Disagree,Agree,62.5,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Texas,Male,60-69,Clinton,80.51,10,10,Strongly Disagree,Strongly Disagree,Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Disagree,70,Not Applicable,Agree,Agree,Disagree,Strongly Disagree,79,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
N/A,2016,Texas,Male,30-39,,62.07,10,10,Agree,Strongly Agree,Disagree,33.33,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Agree,Strongly Agree,Disagree,16.67,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,65,Disagree,Disagree,Agree,Disagree,Neither Agree Nor Disagree,50,Not Applicable,Strongly Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,67.5,Disagree,Agree,Agree,Strongly Agree,Not Applicable,Strongly Agree,Strongly Agree,Disagree,72.34,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Texas,Male,50-59,Clinton,24.49,4,6,Agree,Strongly Agree,Strongly Agree,8.33,Neither Agree Nor Disagree,Disagree,Disagree,Agree,43.75,Agree,Strongly Agree,Strongly Disagree,8.33,Strongly Agree,Strongly Agree,Strongly Agree,0,Agree,Agree,Agree,Neither Agree Nor Disagree,40,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,20,Disagree,Disagree,Disagree,Strongly Agree,Agree,20,Agree,Agree,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,25,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,15,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Disagree,Disagree,Disagree,25,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,70-79,Clinton,78.21,9,9,Strongly Agree,Strongly Agree,Agree,8.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,95,Not Applicable,Strongly Agree,Agree,Agree,Strongly Disagree,70,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,91.5,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,68.75,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Texas,Male,50-59,Clinton,50.59,7,3,Don't Know,Strongly Agree,Strongly Agree,,Agree,Neither Agree Nor Disagree,Agree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,52.08,Agree,Don't Know,Don't Know,Don't Know,50.75,Neither Agree Nor Disagree,Agree,Don't Know,Agree,Disagree,48,Don't Know,Don't Know,Don't Know,Agree,Don't Know,49.75,Don't Know,Don't Know,Neither Agree Nor Disagree,Disagree,Don't Know,Don't Know,Don't Know,Strongly Disagree,56.25,Don't Know,Agree,Agree,Don't Know,Don't Know,69.25,Disagree,Agree,Don't Know,Don't Know,61.56,Agree,Strongly Disagree,Disagree,Strongly Agree,50,Disagree,Disagree,Disagree,Don't Know,Don't Know,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Texas,Female,50-59,Clinton,34.64,8,5,Strongly Agree,Strongly Agree,Strongly Agree,0,Disagree,Disagree,Disagree,Disagree,25,Agree,Agree,Strongly Disagree,16.67,Strongly Agree,Strongly Agree,Strongly Disagree,33.33,Agree,Strongly Disagree,Strongly Agree,Agree,10,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,25,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,10,Neither Agree Nor Disagree,Strongly Disagree,Agree,Disagree,Don't Know,Agree,Agree,Strongly Disagree,60,Disagree,Agree,Agree,Don't Know,Don't Know,60.5,Disagree,Agree,Disagree,Don't Know,60,Agree,Disagree,Disagree,Agree,50,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,60.15,8,8,Agree,Strongly Agree,Agree,16.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Agree,Strongly Disagree,8.33,Don't Know,Don't Know,Don't Know,55.42,Disagree,Strongly Agree,Disagree,Strongly Disagree,85,Agree,Disagree,Agree,Agree,Disagree,65,Disagree,Disagree,Disagree,Agree,Don't Know,33,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Strongly Agree,Strongly Disagree,68.59,Agree,Agree,Agree,Don't Know,Disagree,73.5,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Texas,Female,40-49,Clinton,50.56,3,7,Strongly Agree,Strongly Agree,Strongly Agree,0,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,48.75,Agree,Strongly Agree,Disagree,16.67,Don't Know,Don't Know,Don't Know,58.75,Don't Know,Agree,Don't Know,Don't Know,62,Agree,Disagree,Agree,Agree,Don't Know,67.25,Agree,Agree,Neither Agree Nor Disagree,Agree,Don't Know,57,Don't Know,Don't Know,Strongly Disagree,Disagree,Agree,Agree,Don't Know,Disagree,50.31,Don't Know,Disagree,Don't Know,Don't Know,Don't Know,64.5,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Strongly Agree,Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Agree,Agree
CLI-2026-04,2016,Texas,Male,30-39,Clinton,64.31,8,8,Agree,Agree,Agree,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Agree,Disagree,Disagree,58.33,Strongly Disagree,Disagree,Disagree,Strongly Disagree,70,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,55,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,59.38,Agree,Agree,Agree,Not Applicable,Disagree,75.25,Strongly Disagree,Agree,Disagree,Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
N/A,2016,Texas,Male,60-69,,62.09,8,8,Strongly Agree,Neither Agree Nor Disagree,Disagree,41.67,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Strongly Agree,Strongly Agree,Disagree,8.33,Don't Know,Don't Know,Don't Know,50.83,Not Applicable,Agree,Not Applicable,Not Applicable,73.25,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Don't Know,57.25,Agree,Agree,Don't Know,Neither Agree Nor Disagree,Disagree,65,Disagree,Don't Know,Agree,Agree,Don't Know,Don't Know,Don't Know,Don't Know,66.88,Agree,Agree,Agree,Don't Know,Neither Agree Nor Disagree,67.25,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,60.31,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,Disagree,Don't Know,Agree,Agree,Agree,Agree
N/A,2016,Utah,Male,40-49,,61.63,9,8,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Agree,Disagree,Disagree,75,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Not Applicable,Agree,Agree,Disagree,Disagree,70,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,62.5,Agree,Agree,Agree,Don't Know,Don't Know,75.25,Disagree,Disagree,Disagree,Don't Know,73.44,Disagree,Agree,Neither Agree Nor Disagree,Agree,56.25,Disagree,Agree,Agree,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Utah,Male,50-59,Clinton,75.77,10,10,Disagree,Disagree,Strongly Disagree,83.33,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,16.67,Don't Know,Don't Know,Don't Know,59.17,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,80,Agree,Disagree,Agree,Agree,Strongly Disagree,60,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,84.38,Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,88.75,Strongly Disagree,Strongly Agree,Disagree,Not Applicable,60.31,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree
CLI-2026-04,2016,Utah,Male,70-79,Clinton,57.58,8,7,Agree,Agree,Disagree,41.67,Disagree,Agree,Strongly Agree,Strongly Agree,75,Strongly Agree,Agree,Strongly Disagree,8.33,Agree,Agree,Strongly Disagree,50,Disagree,Disagree,Strongly Disagree,Strongly Disagree,75,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Strongly Disagree,35,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Disagree,30,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,62.5,Agree,Strongly Disagree,Agree,Don't Know,Don't Know,59.25,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree
CLI-2026-04,2016,Vermont,Male,60-69,Clinton,68.52,9,7,Disagree,Disagree,Disagree,75,Agree,Agree,Agree,Agree,75,Agree,Agree,Neither Agree Nor Disagree,33.33,Disagree,Disagree,Agree,58.33,Disagree,Agree,Strongly Disagree,Strongly Disagree,85,Agree,Disagree,Disagree,Agree,Don't Know,56.5,Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Disagree,45,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,78.13,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,85,Disagree,Agree,Disagree,Strongly Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
CLI-2026-04,2016,Vermont,Female,40-49,Clinton,74.46,10,7,Agree,Disagree,Disagree,58.33,Agree,Agree,Agree,Agree,75,Disagree,Neither Agree Nor Disagree,Agree,66.67,Disagree,Agree,Disagree,58.33,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,90,Agree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree,65,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,55,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Disagree,77.97,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,85,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
CLI-2026-04,2016,Vermont,Female,40-49,Clinton,68.04,10,8,Agree,Agree,Disagree,41.67,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Not Applicable,Not Applicable,Not Applicable,25.42,Disagree,Disagree,Disagree,75,Disagree,Agree,Disagree,Disagree,75,Agree,Don't Know,Don't Know,Don't Know,Don't Know,56.5,Strongly Agree,Neither Agree Nor Disagree,Agree,Disagree,Disagree,75,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,71.88,Agree,Agree,Agree,Not Applicable,Disagree,75.25,Disagree,Strongly Agree,Disagree,Not Applicable,55.94,Strongly Agree,Agree,Agree,Agree,81.25,Strongly Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree
CLI-2026-04,2016,Vermont,Male,40-49,Clinton,89.9,10,8,Disagree,Disagree,Strongly Disagree,83.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Disagree,Disagree,Strongly Disagree,83.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,85,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,96,Disagree,Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Virginia,Male,40-49,Clinton,55.31,8,6,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,16.67,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Agree,33.33,Neither Agree Nor Disagree,Agree,Disagree,Disagree,70,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Not Applicable,25,Neither Agree Nor Disagree,Agree,Agree,Disagree,Disagree,70,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Don't Know,Strongly Disagree,64.22,Agree,Strongly Agree,Agree,Don't Know,Don't Know,84.25,Agree,Agree,Disagree,Neither Agree Nor Disagree,43.75,Agree,Agree,Agree,Agree,75,Disagree,Strongly Agree,Strongly Agree,Don't Know,Disagree,Agree,Agree,Strongly Agree,Disagree
STE-2026-01,2016,Virginia,Male,60-69,Stein,75.26,8,8,Agree,Agree,Disagree,41.67,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Strongly Disagree,Agree,Agree,66.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Agree,Strongly Disagree,Neither Agree Nor Disagree,65,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,71.88,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,89.75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Don't Know,97.19,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Virginia,Female,50-59,Clinton,54.87,8,7,Strongly Agree,Strongly Agree,Disagree,25,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Disagree,Disagree,64.17,Disagree,Disagree,Disagree,Strongly Disagree,60,Agree,Disagree,Agree,Disagree,Don't Know,59,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Strongly Disagree,45,Disagree,Disagree,Disagree,Agree,Agree,Not Applicable,Strongly Agree,Strongly Disagree,63.13,Agree,Agree,Agree,Don't Know,Disagree,74.25,Disagree,Agree,Disagree,Agree,62.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,56.25,Strongly Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree
N/A,2016,Virginia,Female,40-49,,52.04,7,4,Strongly Agree,Strongly Agree,Strongly Agree,0,Disagree,Disagree,Don't Know,Don't Know,52.19,Don't Know,Don't Know,Don't Know,37.5,Strongly Agree,Agree,Don't Know,30.83,Don't Know,Don't Know,Don't Know,Don't Know,67.75,Strongly Disagree,Disagree,Don't Know,Disagree,Disagree,37.25,Don't Know,Disagree,Disagree,Agree,Don't Know,34.5,Agree,Don't Know,Disagree,Disagree,Don't Know,Don't Know,Agree,Strongly Disagree,45.78,Don't Know,Agree,Don't Know,Don't Know,Don't Know,81,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Applicable,93.13,Don't Know,Don't Know,Don't Know,Don't Know,73.75,Don't Know,Strongly Agree,Agree,Neither Agree Nor Disagree,Disagree,Don't Know,Don't Know,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Virginia,Male,30-39,Clinton,74.67,9,9,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,83.33,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,87.5,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,16.67,Don't Know,Disagree,Don't Know,64.17,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Don't Know,65.75,Don't Know,Don't Know,Don't Know,Strongly Agree,Don't Know,43.75,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Don't Know,84.06,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Don't Know,97.75,Don't Know,Don't Know,Don't Know,Don't Know,64.38,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,87.5,Strongly Disagree,Agree,Don't Know,Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
